Index,Force [N],Crosshead [mm],epsX [%],epsY [%],epsXY []
348,3458.360672,2.265581,-0.3511,-0.612553,-0.072076
349,3463.798523,2.272297,-0.34105,-0.613709,-0.072301
350,3468.27507,2.279011,-0.340997,-0.617559,-0.072572
351,3472.751617,2.285727,-0.344294,-0.619273,-0.072788
352,3478.507996,2.292442,-0.34551,-0.62553,-0.073057
353,3484.264374,2.298838,-0.351,-0.628108,-0.073311
354,3489.059448,2.305874,-0.350035,-0.622565,-0.073573
355,3493.537903,2.311949,-0.350996,-0.64098,-0.073831
356,3498.334885,2.318665,-0.354587,-0.638914,-0.074112
357,3502.490997,2.32538,-0.351728,-0.635193,-0.074308
358,3506.649017,2.332096,-0.35481,-0.623792,-0.074523
359,3511.125565,2.33913,-0.360413,-0.640829,-0.074685
360,3515.602112,2.345846,-0.359397,-0.643865,-0.074993
361,3519.439697,2.352242,-0.36283,-0.644026,-0.075165
362,3524.236679,2.358957,-0.363088,-0.651402,-0.07547
363,3529.352188,2.365353,-0.364298,-0.653604,-0.075691
364,3533.189774,2.372707,-0.370419,-0.653814,-0.07592
365,3538.30719,2.378464,-0.37107,-0.655522,-0.07615
366,3543.743134,2.385498,-0.374021,-0.661228,-0.076414
367,3547.899246,2.392214,-0.369401,-0.662707,-0.076632
368,3552.696228,2.39893,-0.371325,-0.659769,-0.076934
369,3557.172775,2.405645,-0.380999,-0.666575,-0.077106
370,3562.290192,2.412041,-0.375868,-0.661015,-0.077357
371,3566.127777,2.418756,-0.378018,-0.672628,-0.077672
372,3570.924759,2.425152,-0.383299,-0.678348,-0.077859
373,3574.44191,2.432186,-0.378919,-0.677007,-0.078129
374,3579.238892,2.438581,-0.388243,-0.678732,-0.07832
375,3584.354401,2.445618,-0.387787,-0.688133,-0.078717
376,3588.191986,2.452013,-0.391766,-0.701604,-0.078892
377,3592.988968,2.458729,-0.391731,-0.692061,-0.079145
378,3593.948364,2.465443,-0.395864,-0.694758,-0.079398
379,3598.424911,2.472479,-0.396447,-0.694702,-0.079631
380,3603.542328,2.479195,-0.393499,-0.699691,-0.07992
381,3607.698441,2.48591,-0.40044,-0.708601,-0.08016
382,3612.495422,2.491985,-0.40026,-0.705861,-0.080372
383,3616.333008,2.498701,-0.40507,-0.72297,-0.080578
384,3622.728348,2.505417,-0.407989,-0.721663,-0.08082
385,3628.805161,2.511812,-0.409758,-0.727176,-0.081038
386,3633.281708,2.518528,-0.40957,-0.732134,-0.081345
387,3639.677048,2.525562,-0.410076,-0.731752,-0.081602
388,3645.751953,2.531637,-0.414619,-0.736542,-0.081812
389,3649.909973,2.538994,-0.411535,-0.736015,-0.082098
390,3655.345917,2.545389,-0.422095,-0.739077,-0.082219
391,3659.503937,2.552105,-0.421449,-0.745354,-0.08251
392,3663.980484,2.5585,-0.426032,-0.733315,-0.082755
393,3668.457031,2.565535,-0.423441,-0.738292,-0.08304
394,3673.574448,2.57225,-0.428434,-0.744581,-0.083278
395,3677.73056,2.578646,-0.426829,-0.744351,-0.083579
396,3681.568146,2.58568,-0.425928,-0.748178,-0.08378
397,3686.365128,2.592077,-0.434408,-0.747128,-0.083935
398,3690.841675,2.598473,-0.431476,-0.751737,-0.084199
399,3696.598053,2.605188,-0.428055,-0.754951,-0.084489
400,3701.0746,2.611902,-0.434958,-0.756195,-0.084686
401,3706.192017,2.618618,-0.434786,-0.764023,-0.084947
402,3710.668564,2.625334,-0.434133,-0.766961,-0.085183
403,3715.465546,2.63205,-0.440569,-0.770847,-0.085406
404,3720.581055,2.638765,-0.440827,-0.770472,-0.085666
405,3725.378036,2.645161,-0.443002,-0.770852,-0.085861
406,3730.493546,2.651875,-0.438904,-0.775298,-0.086175
407,3734.972,2.65859,-0.442819,-0.780499,-0.0864
408,3738.809586,2.665306,-0.449801,-0.780825,-0.086576
409,3743.60466,2.672022,-0.447534,-0.784846,-0.086904
410,3748.401642,2.678738,-0.459691,-0.785298,-0.087123
411,3752.559662,2.685452,-0.463087,-0.789886,-0.087347
412,3756.715775,2.691849,-0.455251,-0.79039,-0.087639
413,3761.833191,2.698244,-0.448001,-0.788684,-0.087815
414,3765.670776,2.70496,-0.473612,-0.786235,-0.088012
415,3770.467758,2.711994,-0.460569,-0.795154,-0.088383
416,3775.583267,2.71871,-0.489941,-0.799225,-0.08845
417,3780.380249,2.725426,-0.46588,-0.799472,-0.088685
418,3784.856796,2.73214,-0.466129,-0.81315,-0.089011
419,3789.974213,2.738537,-0.469772,-0.812887,-0.089295
420,3794.771194,2.744932,-0.473203,-0.816149,-0.08947
421,3799.886703,2.751966,-0.463437,-0.819286,-0.089754
422,3805.963516,2.758362,-0.461417,-0.828632,-0.090044
423,3809.799194,2.765078,-0.469364,-0.827117,-0.090232
424,3813.957214,2.772114,-0.497426,-0.827078,-0.090498
425,3818.433762,2.778509,-0.502196,-0.830134,-0.090746
426,3821.632385,2.784904,-0.502569,-0.832057,-0.090899
427,3825.788498,2.791939,-0.516348,-0.830993,-0.091086
428,3829.946518,2.798334,-0.508635,-0.843091,-0.091426
429,3834.423065,2.80537,-0.508245,-0.842368,-0.091689
430,3838.260651,2.812086,-0.509409,-0.846408,-0.091912
431,3843.057632,2.8188,-0.508095,-0.840733,-0.092323
432,3846.895218,2.825197,-0.51434,-0.851303,-0.092394
433,3850.091934,2.831911,-0.520405,-0.853184,-0.092636
434,3853.92952,2.838627,-0.519056,-0.856301,-0.092935
435,3857.128143,2.845343,-0.528253,-0.870449,-0.093021
436,3860.965729,2.852058,-0.525969,-0.859562,-0.093412
437,3865.442276,2.858454,-0.525294,-0.860461,-0.093608
438,3869.918823,2.86517,-0.530671,-0.863025,-0.093892
439,3873.435974,2.872204,-0.529386,-0.865636,-0.094112
440,3878.232956,2.878281,-0.53781,-0.869208,-0.094386
441,3882.709503,2.885315,-0.540039,-0.871866,-0.094626
442,3886.547089,2.89171,-0.55035,-0.874409,-0.094851
443,3890.384674,2.898426,-0.54032,-0.874466,-0.095097
444,3894.861221,2.905142,-0.547774,-0.880052,-0.095323
445,3899.019241,2.912176,-0.548874,-0.886265,-0.095503
446,3902.536392,2.918892,-0.556663,-0.897294,-0.095712
447,3907.012939,2.925287,-0.554393,-0.91056,-0.095992
448,3911.170959,2.931683,-0.560601,-0.910107,-0.09619
449,3915.967941,2.938398,-0.563088,-0.907951,-0.09638
450,3919.485092,2.945114,-0.5705,-0.926462,-0.096691
451,3922.681808,2.951509,-0.567879,-0.93035,-0.096868
452,3926.200867,2.958546,-0.568307,-0.919974,-0.097115
453,3930.036545,2.96526,-0.591321,-0.934441,-0.097363
454,3934.194565,2.971975,-0.589048,-0.922635,-0.097586
455,3937.711716,2.978371,-0.603674,-0.925692,-0.097692
456,3942.508698,2.985086,-0.594169,-0.927821,-0.098056
457,3945.386887,2.991802,-0.604498,-0.931292,-0.098271
458,3949.224472,2.998518,-0.610975,-0.942694,-0.098438
459,3953.380585,3.004913,-0.616225,-0.94995,-0.098705
460,3957.859039,3.011629,-0.61364,-0.952532,-0.098923
461,3961.37619,3.018663,-0.615302,-0.955281,-0.099181
462,3965.213776,3.025059,-0.616835,-0.95863,-0.099389
463,3971.609116,3.031454,-0.621635,-0.964281,-0.099701
464,3973.527908,3.03817,-0.625891,-0.963478,-0.099874
465,3978.32489,3.044886,-0.629173,-0.967467,-0.100039
466,3981.842041,3.05192,-0.62497,-0.969997,-0.100397
467,3984.399796,3.058317,-0.629073,-0.965149,-0.100546
468,3989.196777,3.065031,-0.615173,-0.975266,-0.100898
469,3992.713928,3.071747,-0.62024,-0.97514,-0.101134
470,3996.551514,3.078142,-0.62459,-0.977815,-0.101314
471,3999.429703,3.085178,-0.626778,-0.982872,-0.101609
472,4003.90625,3.091574,-0.651792,-0.985872,-0.101773
473,4007.423401,3.097969,-0.648356,-0.998012,-0.102182
474,4008.703232,3.105003,-0.64071,-0.998671,-0.102407
475,4011.581421,3.11204,-0.653855,-1.002856,-0.102498
476,4014.45961,3.118435,-0.641159,-1.011955,-0.102871
477,4018.936157,3.12483,-0.66007,-1.014748,-0.103028
478,4022.773743,3.131546,-0.670943,-1.010644,-0.103245
479,4027.25029,3.137941,-0.659069,-1.017942,-0.103361
480,4031.40831,3.144978,-0.647885,-1.021131,-0.103641
481,4036.205292,3.151691,-0.661169,-1.034408,-0.103835
482,4039.722443,3.158407,-0.650545,-1.024846,-0.104127
483,4044.19899,3.164484,-0.666796,-1.013957,-0.104415
484,4049.314499,3.171518,-0.685849,-1.038288,-0.104619
485,4052.513123,3.178234,-0.685327,-1.026698,-0.104998
486,4056.671143,3.18495,-0.679543,-1.042552,-0.105231
487,4060.506821,3.191664,-0.680668,-1.030554,-0.105545
488,4064.664841,3.19838,-0.696833,-1.032061,-0.105614
489,4067.54303,3.205095,-0.702032,-1.057769,-0.105887
490,4072.019577,3.211491,-0.699098,-1.057941,-0.106174
491,4076.496124,3.217886,-0.714563,-1.044261,-0.106234
492,4079.374313,3.224922,-0.712223,-1.045802,-0.106661
493,4083.532333,3.231638,-0.715094,-1.06583,-0.106782
494,4088.329315,3.238352,-0.715902,-1.065871,-0.107072
495,4092.166901,3.245068,-0.708733,-1.068403,-0.107395
496,4095.363617,3.251783,-0.6989,-1.072815,-0.107526
497,4098.880768,3.258179,-0.691066,-1.07761,-0.107781
498,4101.44043,3.264894,-0.707444,-1.077505,-0.107995
499,4104.637146,3.27161,-0.708899,-1.035482,-0.108581
500,4108.474731,3.278006,-0.704793,-1.080937,-0.108639
501,4111.352921,3.284721,-0.722968,-1.077123,-0.109151
502,4115.190506,3.291756,-0.73351,-1.049955,-0.109327
503,4117.427826,3.298151,-0.734962,-1.090378,-0.10936
504,4121.265411,3.304867,-0.730938,-1.114114,-0.109727
505,4124.464035,3.311583,-0.730165,-1.102763,-0.110038
506,4128.620148,3.317657,-0.7442,-1.088115,-0.110163
507,4130.53894,3.325012,-0.744837,-1.106517,-0.110468
508,4134.057999,3.331409,-0.729733,-1.097814,-0.110514
509,4136.295319,3.338123,-0.73089,-1.11182,-0.110934
510,4139.173508,3.344521,-0.749206,-1.121346,-0.111159
511,4141.412735,3.350916,-0.73718,-1.109208,-0.111449
512,4143.97049,3.35795,-0.738547,-1.084246,-0.111877
513,4147.808075,3.364027,-0.750484,-1.115484,-0.111957
514,4149.406433,3.371061,-0.750789,-1.094648,-0.112288
515,4152.605057,3.377777,-0.75525,-1.110235,-0.112496
516,4155.801773,3.384493,-0.763242,-1.098808,-0.112736
517,4157.402039,3.391207,-0.752974,-1.092745,-0.112996
518,4160.598755,3.398243,-0.766529,-1.107394,-0.113275
519,4163.797379,3.404318,-0.763818,-1.130858,-0.113438
520,4166.355133,3.411034,-0.769066,-1.113498,-0.113804
521,4168.59436,3.417749,-0.796296,-1.147795,-0.113721
522,4171.152115,3.424465,-0.77334,-1.116599,-0.114226
523,4173.070908,3.431499,-0.764982,-1.143299,-0.114309
524,4175.949097,3.437895,-0.778795,-1.133759,-0.114494
525,4178.506851,3.444611,-0.779551,-1.127892,-0.114664
526,4180.105209,3.450687,-0.79303,-1.139976,-0.115117
527,4182.983398,3.457722,-0.788406,-1.136959,-0.115149
528,4185.222626,3.464437,-0.787967,-1.160176,-0.11552
529,4187.459946,3.471153,-0.789306,-1.145833,-0.115806
530,4189.060211,3.477867,-0.788193,-1.18407,-0.115857
531,4191.9384,3.484583,-0.809064,-1.175658,-0.116262
532,4194.17572,3.491299,-0.806678,-1.179478,-0.116444
533,4196.094513,3.497375,-0.816325,-1.172009,-0.11695
534,4198.013306,3.50441,-0.816239,-1.169758,-0.117018
535,4199.293137,3.511126,-0.819332,-1.180061,-0.117189
536,4201.530457,3.517841,-0.821696,-1.198464,-0.117514
537,4203.449249,3.524555,-0.815533,-1.226018,-0.117637
538,4206.647873,3.530952,-0.821555,-1.224775,-0.117814
539,4207.607269,3.538307,-0.819772,-1.224404,-0.118062
540,4209.526062,3.544062,-0.827452,-1.213557,-0.118345
541,4212.083817,3.550777,-0.834367,-1.203374,-0.11858
542,4213.363647,3.557814,-0.832378,-1.217246,-0.118863
543,4214.641571,3.564529,-0.842592,-1.21841,-0.119169
544,4216.239929,3.571243,-0.833674,-1.223409,-0.119304
545,4217.51976,3.577639,-0.830532,-1.226209,-0.119522
546,4219.118118,3.584675,-0.857032,-1.24444,-0.119818
547,4220.397949,3.59107,-0.85255,-1.234285,-0.120104
548,4221.036911,3.597466,-0.851807,-1.23785,-0.120184
549,4222.316742,3.604181,-0.857862,-1.250059,-0.120559
550,4223.276138,3.610897,-0.858797,-1.238519,-0.120781
551,4224.235535,3.618252,-0.874722,-1.263447,-0.121161
552,4225.833893,3.624327,-0.856749,-1.251308,-0.12151
553,4227.432251,3.631042,-0.871983,-1.263803,-0.121501
554,4229.671478,3.637758,-0.871509,-1.274884,-0.121894
555,4230.31044,3.644154,-0.888601,-1.276203,-0.121972
556,4231.590271,3.65119,-0.887372,-1.256148,-0.122312
557,4232.229233,3.657904,-0.88349,-1.285031,-0.122323
558,4233.829498,3.664299,-0.881052,-1.280779,-0.12264
559,4234.788895,3.671015,-0.884452,-1.293686,-0.122951
560,4235.107422,3.677731,-0.88649,-1.289968,-0.122887
561,4236.387253,3.684126,-0.899391,-1.289483,-0.123203
562,4237.026215,3.690842,-0.900648,-1.332062,-0.123343
563,4238.624573,3.697237,-0.885477,-1.319726,-0.123444
564,4239.904404,3.704273,-0.916612,-1.340837,-0.124017
565,4240.224838,3.710987,-0.899032,-1.308373,-0.12398
566,4242.143631,3.717703,-0.905146,-1.339281,-0.124314
567,4242.782593,3.724098,-0.897062,-1.316566,-0.124316
568,4244.062424,3.731134,-0.897894,-1.312287,-0.124454
569,4245.981216,3.737209,-0.890045,-1.311365,-0.124572
570,4246.299744,3.743925,-0.904714,-1.33824,-0.125049
571,4247.898102,3.750961,-0.89793,-1.341439,-0.125227
572,4248.218536,3.757357,-0.895152,-1.33487,-0.12545
573,4246.299744,3.764391,-0.906799,-1.377447,-0.12543
574,4247.579575,3.770786,-0.915252,-1.385571,-0.125775
575,4248.218536,3.777822,-0.892936,-1.343171,-0.126111
576,4248.218536,3.783897,-0.923122,-1.354682,-0.12651
577,4249.177933,3.790293,-0.921515,-1.346811,-0.126506
578,4249.816895,3.797647,-0.935544,-1.376206,-0.126872
579,4250.776291,3.804045,-0.918588,-1.345337,-0.126787
580,4250.457764,3.810759,-0.919288,-1.374126,-0.127127
581,4251.735687,3.817474,-0.911812,-1.37671,-0.127591
582,4251.735687,3.82419,-0.929324,-1.401878,-0.127622
583,4251.096725,3.830906,-0.914036,-1.340518,-0.127615
584,4251.735687,3.837301,-0.917351,-1.375369,-0.127972
585,4252.376556,3.844017,-0.922521,-1.394052,-0.128133
586,4251.735687,3.850733,-0.927067,-1.360337,-0.12837
587,4251.41716,3.857447,-0.922334,-1.383551,-0.128604
588,4252.695084,3.864483,-0.923006,-1.422527,-0.128902
589,4251.096725,3.870558,-0.921236,-1.42448,-0.128884
590,4251.41716,3.877274,-0.934199,-1.438301,-0.129418
591,4250.776291,3.883989,-0.93206,-1.430939,-0.129473
592,4251.096725,3.890705,-0.924294,-1.409726,-0.129444
593,4250.776291,3.897419,-0.93823,-1.43981,-0.12973
594,4250.776291,3.904455,-0.938759,-1.427434,-0.129776
595,4250.137329,3.91053,-0.93931,-1.384482,-0.130398
596,4249.498367,3.917246,-0.937478,-1.419263,-0.129921
597,4249.816895,3.923962,-0.935536,-1.389236,-0.130188
598,4247.579575,3.930357,-0.917834,-1.441244,-0.130495
599,4245.02182,3.937393,-0.927659,-1.445625,-0.130668
600,4243.103027,3.943789,-0.926961,-1.443004,-0.13113
601,4240.543365,3.950502,-0.924992,-1.452814,-0.13122
602,4238.624573,3.957218,-0.937297,-1.497339,-0.131333
603,4235.748291,3.963614,-0.94908,-1.507299,-0.13167
604,4232.870102,3.97065,-0.92916,-1.491106,-0.132112
605,4229.991913,3.977045,-0.96155,-1.482386,-0.131981
606,4228.712082,3.984079,-0.96765,-1.490493,-0.132274
607,4225.513458,3.990795,-0.957332,-1.511715,-0.1327
608,4223.596573,3.99719,-0.995836,-1.485969,-0.132543
609,4221.67778,4.004227,-0.999055,-1.505596,-0.132783
610,4219.118118,4.010622,-0.998027,-1.53067,-0.132349
611,4213.682175,4.017017,-0.980131,-1.559592,-0.132853
612,4209.526062,4.023413,-1.006605,-1.514394,-0.13356
613,4203.769684,4.030128,-0.997203,-1.539738,-0.133836
614,4197.374344,4.036844,-1.011398,-1.560006,-0.133429
615,4193.536758,4.043879,-0.998822,-1.523111,-0.133213
616,4189.378738,4.050915,-1.035758,-1.553607,-0.133286
617,4185.541153,4.05731,-1.028306,-1.52666,-0.133208
618,4180.105209,4.063385,-1.033472,-1.486599,-0.133102
619,4175.628662,4.070101,-1.039461,-1.552374,-0.133531
620,4171.791077,4.076817,-1.025862,-1.547598,-0.133965
621,4166.675568,4.083532,-1.033505,-1.567193,-0.134072
622,4161.237717,4.090248,-1.062684,-1.512708,-0.134
623,4151.64566,4.096643,-1.030406,-1.540304,-0.134404
624,4145.568848,4.103678,-1.033076,-1.545945,-0.134671
625,4140.132904,4.110394,-1.027491,-1.58128,-0.134746
626,4134.057999,4.116789,-1.063242,-1.550103,-0.134962
627,4128.30162,4.123825,-1.01074,-1.525663,-0.135168
628,4118.707657,4.13022,-1.042216,-1.547599,-0.134151
629,4111.352921,4.136936,-1.049092,-1.528291,-0.135146
630,4101.119995,4.14365,-1.046846,-1.53405,-0.134216
631,4092.485428,4.150366,-1.064461,-1.499675,-0.134611
632,4084.49173,4.157082,-1.04216,-1.448604,-0.135349
633,4072.978973,4.163477,-1.006803,-1.506491,-0.134703
634,4062.746048,4.169872,-1.019122,-1.532885,-0.134752
635,4053.792953,4.176908,-1.033019,-1.499898,-0.134507
636,4039.081573,4.183622,-0.98648,-1.491874,-0.134782
637,4025.651932,4.190338,-1.04751,-1.550934,-0.135573
638,4016.69693,4.197054,-1.031486,-1.431441,-0.134777
639,4005.504608,4.20377,-1.061519,-1.481908,-0.13543
640,3997.190475,4.210165,-1.03779,-1.384314,-0.134759
641,3989.835739,4.21656,-1.012236,-1.447502,-0.136155
642,3982.801437,4.223276,-0.980567,-1.477459,-0.1358
643,3976.406097,4.23031,-0.979657,-1.424767,-0.135839
644,3974.805832,4.236706,-0.97552,-1.480948,-0.136245
645,3974.16687,4.243422,-0.9831,-1.441124,-0.135828
646,3977.684021,4.250137,-1.043857,-1.397556,-0.136241
647,3986.639023,4.256853,-1.019351,-1.381303,-0.136222
648,3994.953156,4.262928,-1.016831,-1.394674,-0.136351
649,4003.587723,4.270283,-0.988776,-1.397913,-0.136237
650,4010.942459,4.27668,-0.983272,-1.423602,-0.136545
651,4016.69693,4.283714,-0.97012,-1.443998,-0.136166
652,4023.094177,4.29043,-0.946708,-1.48122,-0.135674
653,4028.848648,4.296825,-0.997609,-1.396695,-0.136222
654,4034.286499,4.303221,-1.004974,-1.520822,-0.137491
655,4040.361404,4.309937,-0.96121,-1.437199,-0.13595
656,4048.995972,4.316971,-0.932028,-1.494788,-0.13579
657,4056.98967,4.323368,-0.987663,-1.444105,-0.135943
658,4066.904068,4.330082,-0.947107,-1.395734,-0.137176
659,4076.177597,4.336798,-0.971641,-1.440264,-0.136553
660,4086.410522,4.343513,-1.02521,-1.409556,-0.136814
661,4092.805862,4.349909,-0.974096,-1.491944,-0.137502
662,4099.521637,4.356625,-0.947099,-1.487297,-0.136352
663,4106.235504,4.36334,-0.932802,-1.360681,-0.138129
664,4111.673355,4.369736,-0.941251,-1.421689,-0.137657
665,4119.028091,4.37677,-0.960043,-1.473126,-0.137645
666,4127.660751,4.383165,-0.985445,-1.451591,-0.138204
667,4134.376526,4.390202,-0.871646,-1.544781,-0.137723
668,4142.690659,4.396597,-0.938437,-1.423645,-0.136814
669,4152.923584,4.402992,-0.932109,-1.527972,-0.138306
670,4161.558151,4.409708,-0.89678,-1.51278,-0.137548
671,4169.233322,4.416742,-0.924928,-1.372288,-0.13807
672,4176.588058,4.423458,-0.949395,-1.411947,-0.137152
673,4174.348831,4.430174,-0.87128,-1.455491,-0.13757
674,4163.476944,4.43689,-0.942546,-1.573832,-0.13776
675,4157.720566,4.443605,-0.95226,-1.512296,-0.136988
676,4148.12851,4.44968,-0.918606,-1.528824,-0.136203
677,4145.889282,4.456396,-0.987769,-1.536961,-0.137385
678,4132.139206,4.46343,-0.9037,-1.573291,-0.137683
679,4120.306015,4.469826,-0.995701,-1.558338,-0.136747
680,4106.555939,4.476542,-0.960841,-1.53704,-0.137477
681,4094.083786,4.483257,-0.922716,-1.61393,-0.136718
682,4081.933975,4.490292,-0.940479,-1.502623,-0.138058
683,4067.54303,4.496368,-0.965805,-1.578593,-0.137348
684,4049.314499,4.503403,-0.934869,-1.626305,-0.136708
685,4038.442612,4.510118,-0.948462,-1.631153,-0.137283
686,4028.209686,4.516514,-0.944599,-1.520559,-0.136557
687,4016.057968,4.52323,-0.921116,-1.508812,-0.136809
688,4008.703232,4.529625,-0.925673,-1.535071,-0.137403
689,3994.632721,4.536661,-0.920143,-1.5615,-0.136407
690,3984.399796,4.542736,-0.950051,-1.519201,-0.137537
691,3976.724625,4.549772,-0.86182,-1.560128,-0.137033
692,3965.852737,4.556486,-0.843465,-1.573106,-0.13693
693,3943.788528,4.563522,-0.862274,-1.552425,-0.135465
694,339.223862,4.570557,-0.935245,-0.942983,-0.107698