'Index';'Force [N]';'Crosshead [mm]';'epsXX [%]';'epsYY [%]'
463;12029,098511;3,029652;-0,018885;0,454921
464;12067,520142;3,037653;-0,018662;0,456523
465;12102,096558;3,044062;-0,018831;0,458905
466;12139,236450;3,050461;-0,020555;0,457244
467;12175,102234;3,056860;-0,019603;0,462325
468;12210,960388;3,063269;-0,018304;0,464177
469;12246,818542;3,071270;-0,018699;0,464253
470;12282,676697;3,079281;-0,017920;0,466855
471;12321,098328;3,084078;-0,020113;0,467612
472;12356,964111;3,090487;-0,017171;0,467353
473;12391,540527;3,098488;-0,017148;0,468291
474;12428,680420;3,104887;-0,020748;0,469288
475;12467,102051;3,111296;-0,018579;0,471025
476;12502,960205;3,117695;-0,020149;0,471634
477;12540,100098;3,124104;-0,017446;0,473961
478;12577,247620;3,130503;-0,020895;0,475526
479;12613,105774;3,136911;-0,021372;0,474653
480;12650,245667;3,144913;-0,019605;0,476916
481;12686,103821;3,151321;-0,021528;0,479324
482;12723,243713;3,154516;-0,017654;0,478685
483;12760,383606;3,162527;-0,021639;0,477743
484;12797,531128;3,170528;-0,020214;0,480899
485;12834,671021;3,173733;-0,021379;0,482175
486;12871,810913;3,183336;-0,023997;0,486096
487;12910,232544;3,191338;-0,022993;0,485566
488;12944,808960;3,196144;-0,021610;0,487250
489;12981,948853;3,204145;-0,020082;0,490773
490;13017,814636;3,208952;-0,022499;0,489018
491;13056,236267;3,216953;-0,023128;0,490018
492;13093,376160;3,224955;-0,014180;0,494431
493;13131,797791;3,231363;-0,020159;0,495826
494;13167,655945;3,236160;-0,018941;0,496545
495;13204,795837;3,244171;-0,022678;0,497232
496;13241,935730;3,250570;-0,019909;0,496566
497;13279,075623;3,258581;-0,022411;0,499683
498;13316,215515;3,263378;-0,021321;0,502100
499;13353,355408;3,269787;-0,023348;0,503788
500;13389,221191;3,277788;-0,014467;0,502839
501;13428,924561;3,284187;-0,020488;0,503933
502;13464,782715;3,292198;-0,020469;0,504340
503;13500,640869;3,298597;-0,021188;0,508097
504;13537,780762;3,305006;-0,017596;0,512658
505;13576,202393;3,311405;-0,020081;0,511338
506;13612,060547;3,316212;-0,026796;0,514619
507;13650,482178;3,324213;-0,021070;0,513030
508;13687,629700;3,330622;-0,027400;0,516085
509;13723,487854;3,337021;-0,018528;0,517424
510;13759,346008;3,345022;-0,018988;0,519056
511;13800,331116;3,349829;-0,021955;0,518914
512;13836,189270;3,356228;-0,022380;0,521341
513;13874,610901;3,365841;-0,022813;0,521119
514;13911,750793;3,370638;-0,020713;0,524912
515;13950,172424;3,378649;-0,025011;0,526318
516;13987,312317;3,385048;-0,022323;0,527686
517;14024,452209;3,389854;-0,022427;0,528580
518;14061,592102;3,396254;-0,021501;0,531020
519;14100,013733;3,404255;-0,009962;0,528966
520;14135,879517;3,409061;-0,021869;0,528573
521;14173,019409;3,417063;-0,021243;0,532121
522;14210,159302;3,423471;-0,026230;0,532218
523;14251,144409;3,429871;-0,021474;0,532822
524;14287,002563;3,434677;-0,028346;0,536954
525;14324,142456;3,442678;-0,022190;0,539212
526;14361,282349;3,449087;-0,023839;0,542266
527;14398,422241;3,457088;-0,022298;0,540976
528;14436,843872;3,463488;-0,020151;0,539861
529;14475,265503;3,469896;-0,023061;0,541533
530;14511,123657;3,474703;-0,018940;0,544936
531;14552,108765;3,482704;-0,023659;0,545345
532;14589,248657;3,490705;-0,023144;0,548470
533;14625,114441;3,497114;-0,023299;0,549680
534;14666,091919;3,503513;-0,022722;0,550254
535;14703,231812;3,511515;-0,021626;0,551614
536;14741,653442;3,516321;-0,021147;0,553829
537;14777,519226;3,522730;-0,020715;0,555869
538;14815,940857;3,530731;-0,023848;0,554700
539;14854,362488;3,538733;-0,025751;0,557038
540;14891,502380;3,543539;-0,023040;0,556054
541;14932,479858;3,551540;-0,021225;0,558897
542;14969,627380;3,557949;-0,026031;0,560577
543;15009,323120;3,564348;-0,023257;0,563456
544;15043,907166;3,570747;-0,024302;0,562932
545;15083,610535;3,577156;-0,024259;0,565587
546;15120,750427;3,585157;-0,025060;0,565989
547;15160,453796;3,589964;-0,023064;0,568306
548;15196,311951;3,597965;-0,025257;0,568161
549;15236,015320;3,604374;-0,025013;0,571456
550;15274,436951;3,610773;-0,022997;0,571687
551;15311,576843;3,618774;-0,022718;0,573892
552;15351,280212;3,623581;-0,022826;0,574208
553;15390,975952;3,628387;-0,024111;0,575726
554;15429,397583;3,636389;-0,022556;0,576731
555;15466,545105;3,642788;-0,026238;0,578492
556;15503,684998;3,650799;-0,023652;0,577698
557;15540,824890;3,655596;-0,022389;0,581549
558;15583,084106;3,662004;-0,027203;0,581662
559;15620,231628;3,670006;-0,021435;0,581427
560;15657,371521;3,674812;-0,024741;0,585675
561;15697,074890;3,684416;-0,028492;0,583676
562;15735,488892;3,690815;-0,024304;0,587254
563;15775,192261;3,695621;-0,022137;0,589837
564;15813,613892;3,703623;-0,025000;0,591255
565;15850,753784;3,711634;-0,021341;0,591993
566;15889,175415;3,714828;-0,028054;0,592015
567;15930,160522;3,721237;-0,029388;0,595030
568;15966,018677;3,729239;-0,024743;0,596859
569;16007,003784;3,734045;-0,019932;0,598144
570;16044,143677;3,742046;-0,024538;0,602380
571;16081,283569;3,748455;-0,023949;0,601252
572;16120,986938;3,756456;-0,025909;0,603227
573;16160,690308;3,762856;-0,022918;0,603878
574;16201,675415;3,769264;-0,022728;0,605170
575;16237,533569;3,774061;-0,023083;0,607047
576;16277,236938;3,783674;-0,026197;0,605956
577;16315,658569;3,790073;-0,027376;0,609505
578;16352,798462;3,796482;-0,025498;0,609416
579;16392,501831;3,802881;-0,023928;0,611360
580;16429,641724;3,809290;-0,028261;0,613330
581;16470,626831;3,817291;-0,024054;0,613663
582;16509,048462;3,823690;-0,026390;0,614629
583;16547,470093;3,830099;-0,026329;0,615873
584;16585,891724;3,834896;-0,025781;0,618833
585;16625,587463;3,842907;-0,026061;0,620207
586;16664,009094;3,849306;-0,025569;0,620504
587;16702,430725;3,855715;-0,025821;0,623037
588;16742,134094;3,862114;-0,025434;0,625621
589;16780,555725;3,868523;-0,023096;0,629784
590;16817,695618;3,874922;-0,025834;0,628031
591;16858,680725;3,881330;-0,025326;0,627242
592;16897,102356;3,889332;-0,025980;0,630086
593;16936,805725;3,895731;-0,025956;0,632117
594;16977,790833;3,903742;-0,027721;0,632757
595;17014,930725;3,908539;-0,023627;0,634543
596;17054,634094;3,916550;-0,029111;0,633067
597;17093,055725;3,922949;-0,026829;0,633372
598;17134,033203;3,929358;-0,025628;0,637766
599;17169,898987;3,935757;-0,028870;0,637870
600;17213,439941;3,942156;-0,026483;0,637772
601;17250,579834;3,948565;-0,026314;0,643503
602;17289,001465;3,956566;-0,024831;0,645051
603;17328,704834;3,961372;-0,025220;0,646868
604;17367,126465;3,969374;-0,024154;0,648530
605;17406,829834;3,975782;-0,024371;0,649207
606;17446,533203;3,982182;-0,029489;0,652011
607;17487,510681;3,990183;-0,029260;0,649401
608;17524,658203;3,994989;-0,026307;0,651523
609;17565,635681;4,002991;-0,032108;0,652508
610;17604,057312;4,011002;-0,025576;0,656357
611;17643,760681;4,017401;-0,024604;0,657423
612;17683,464050;4,022207;-0,029963;0,655896
613;17721,885681;4,030209;-0,029147;0,659536
614;17760,307312;4,036617;-0,026303;0,660658
615;17801,292419;4,044619;-0,025958;0,661496
616;17839,714050;4,049416;-0,027738;0,662393
617;17880,691528;4,055824;-0,036535;0,660508
618;17920,394897;4,062223;-0,029901;0,665338
619;17960,098267;4,070234;-0,025599;0,669481
620;17995,956421;4,076633;-0,024657;0,665551
621;18038,223267;4,084644;-0,028336;0,667353
622;18077,926636;4,091043;-0,026016;0,670804
623;18117,630005;4,095850;-0,027961;0,670003
624;18156,051636;4,102249;-0,028140;0,673925
625;18198,310852;4,110250;-0,027110;0,676336
626;18236,732483;4,116659;-0,029792;0,675973
627;18276,435852;4,121456;-0,027846;0,677721
628;18317,420959;4,129467;-0,028126;0,681985
629;18355,842590;4,135866;-0,028954;0,682616
630;18396,820068;4,140673;-0,030232;0,682938
631;18435,241699;4,150276;-0,025768;0,682886
632;18474,945068;4,155083;-0,028208;0,684019
633;18515,930176;4,163084;-0,027385;0,686530
634;18554,351807;4,167891;-0,024475;0,687142
635;18595,336914;4,175892;-0,028203;0,689221
636;18635,032654;4,183893;-0,028238;0,692785
637;18676,017761;4,190302;-0,027127;0,694589
638;18714,439392;4,196701;-0,028791;0,696925
639;18754,142761;4,204702;-0,027446;0,697211
640;18793,846130;4,211111;-0,025015;0,699320
641;18834,831238;4,217510;-0,026453;0,701864
642;18874,526978;4,222317;-0,028276;0,701762
643;18912,948608;4,230318;-0,027365;0,702799
644;18952,651978;4,236727;-0,030107;0,703368
645;18993,637085;4,243126;-0,028480;0,705018
646;19034,622192;4,249535;-0,029211;0,706520
647;19074,325562;4,257536;-0,029901;0,708438
648;19114,021301;4,260740;-0,026125;0,709581
649;19153,724670;4,271946;-0,031133;0,710729
650;19195,991516;4,276743;-0,026589;0,712538
651;19235,694885;4,283152;-0,029819;0,714007
652;19275,398254;4,289551;-0,030156;0,714295
653;19313,819885;4,295959;-0,028301;0,715313
654;19354,797363;4,303961;-0,028955;0,716406
655;19395,782471;4,310369;-0,026474;0,719081
656;19435,485840;4,315166;-0,027623;0,720738
657;19476,470947;4,323177;-0,029941;0,722514
658;19516,166687;4,331179;-0,031126;0,722459
659;19558,433533;4,335985;-0,032254;0,725891
660;19595,573425;4,342384;-0,027920;0,729216
661;19636,558533;4,347191;-0,028773;0,730539
662;19677,536011;4,355192;-0,030429;0,726646
663;19718,521118;4,363194;-0,032731;0,731629
664;19758,224487;4,369602;-0,026372;0,736412
665;19797,927856;4,374399;-0,030497;0,733934
666;19838,912964;4,382410;-0,029976;0,736714
667;19877,334595;4,390411;-0,031102;0,738200
668;19919,593811;4,396811;-0,029328;0,739402
669;19958,015442;4,403219;-0,027637;0,739518
670;20000,282288;4,409618;-0,028354;0,741670
671;20041,259766;4,416027;-0,029584;0,741704
672;20079,681396;4,424028;-0,031417;0,744366
673;20120,666504;4,428835;-0,035307;0,743810
674;20161,651611;4,436836;-0,032656;0,745465
675;20203,910828;4,443245;-0,029085;0,747592
676;20242,332458;4,449644;-0,027960;0,749911
677;20283,317566;4,456043;-0,030029;0,750233
678;20326,866150;4,464054;-0,032626;0,752243
679;20366,561890;4,470453;-0,024891;0,757184
680;20407,546997;4,476862;-0,032915;0,755206
681;20447,250366;4,483261;-0,027793;0,755186
682;20488,235474;4,491272;-0,048252;0,756801
683;20527,938843;4,496069;-0,032632;0,759250
684;20567,634583;4,502478;-0,036264;0,760113
685;20608,619690;4,508877;-0,028238;0,760261
686;20648,323059;4,516878;-0,027518;0,762719
687;20689,308167;4,524889;-0,031080;0,760875
688;20729,011536;4,531288;-0,026722;0,766157
689;20771,270752;4,539299;-0,036675;0,764591
690;20812,255859;4,544096;-0,029622;0,768073
691;20850,677490;4,550505;-0,034161;0,769464
692;20891,662598;4,556904;-0,028566;0,773241
693;20932,640076;4,563303;-0,026080;0,773199
694;20972,343445;4,569712;-0,031508;0,772964
695;21014,610291;4,579315;-0,032646;0,774639
696;21055,587769;4,582520;-0,030225;0,777500
697;21095,291138;4,588919;-0,031728;0,778077
698;21136,276245;4,595327;-0,031575;0,778730
699;21177,261353;4,601727;-0,032546;0,781343
700;21216,964722;4,611330;-0,033152;0,783283
701;21260,505676;4,614534;-0,029552;0,785597
702;21300,209045;4,622545;-0,030819;0,785606
703;21338,630676;4,630547;-0,030989;0,788462
704;21382,171631;4,635344;-0,031242;0,789811
705;21423,156738;4,643354;-0,028534;0,790522
706;21461,578369;4,649754;-0,030566;0,792421
707;21505,119324;4,657764;-0,031740;0,794850
708;21543,540955;4,662561;-0,030743;0,795063
709;21587,089539;4,668970;-0,032222;0,797620
710;21626,792908;4,676971;-0,031768;0,797739
711;21669,052124;4,683371;-0,033839;0,798432
712;21707,473755;4,688177;-0,032241;0,800157
713;21749,740601;4,696178;-0,031231;0,802441
714;21789,443970;4,704189;-0,031906;0,803915
715;21830,421448;4,712191;-0,034302;0,806182
716;21872,688293;4,715395;-0,031301;0,806295
717;21911,109924;4,723396;-0,033401;0,808224
718;21953,376770;4,728203;-0,031018;0,809707
719;21994,354248;4,736204;-0,033575;0,811538
720;22035,339355;4,742613;-0,031268;0,812027
721;22076,324463;4,749012;-0,032916;0,812599
722;22116,027832;4,757013;-0,031663;0,815388
723;22157,005310;4,765024;-0,028050;0,816129
724;22199,272156;4,771423;-0,044543;0,814553
725;22240,257263;4,777832;-0,029085;0,818670
726;22282,516479;4,784231;-0,030826;0,819750
727;22322,219849;4,790630;-0,041325;0,820052
728;22364,486694;4,797039;-0,032477;0,824164
729;22404,190063;4,805040;-0,037784;0,826489
730;22446,449280;4,809847;-0,027159;0,825737
731;22487,434387;4,814644;-0,033215;0,829908
732;22529,693604;4,822655;-0,029478;0,831837
733;22570,678711;4,829054;-0,033590;0,831021
734;22609,100342;4,835463;-0,035774;0,832124
735;22651,367188;4,843464;-0,033349;0,834813
736;22692,344666;4,849873;-0,028924;0,839274
737;22733,329773;4,854670;-0,031716;0,837426
738;22774,314880;4,862671;-0,035375;0,837843
739;22814,018250;4,869080;-0,033196;0,838755
740;22857,559204;4,875479;-0,031983;0,839270
741;22898,544312;4,881887;-0,031320;0,842600
742;22940,803528;4,889889;-0,035720;0,843920
743;22980,506897;4,896297;-0,032704;0,847223
744;23022,773743;4,904299;-0,032840;0,849092
745;23065,032959;4,910698;-0,035495;0,850015
746;23104,736328;4,918709;-0,031375;0,852269
747;23145,721436;4,923506;-0,035047;0,853267
748;23186,706543;4,929914;-0,032836;0,854032
749;23226,409912;4,937916;-0,034314;0,853942
750;23269,950867;4,944324;-0,035708;0,857293
751;23308,372498;4,950724;-0,032659;0,857716
752;23350,639343;4,957132;-0,032124;0,856281
753;23391,616821;4,963531;-0,036592;0,857641
754;23433,883667;4,971533;-0,033181;0,862022
755;23476,150513;4,977942;-0,033418;0,865001
756;23515,846252;4,984341;-0,032907;0,865022
757;23558,113098;4,992352;-0,032082;0,866421
758;23597,816467;4,998751;-0,034639;0,867683
759;23640,075684;5,005159;-0,035918;0,867987
760;23682,342529;5,011559;-0,036020;0,868841
761;23722,045898;5,016365;-0,037516;0,872790
762;23763,031006;5,024366;-0,032941;0,872393
763;23806,571960;5,032368;-0,037499;0,872911
764;23846,275330;5,038776;-0,037188;0,873528
765;23887,260437;5,043573;-0,030671;0,877799
766;23928,237915;5,049982;-0,040422;0,878899
767;23969,223022;5,054779;-0,033432;0,882121
768;24011,489868;5,062790;-0,037166;0,882442
769;24053,749084;5,069189;-0,032145;0,884249
770;24094,734192;5,077200;-0,028560;0,885526
771;24136,993408;5,085201;-0,034217;0,886356
772;24177,978516;5,088406;-0,034239;0,886672
773;24221,527100;5,098009;-0,037009;0,887660
774;24261,222839;5,102806;-0,035511;0,890525
775;24300,926208;5,110817;-0,037477;0,891175
776;24343,193054;5,115614;-0,033810;0,892805
777;24385,452271;5,122023;-0,035807;0,893982
778;24425,155640;5,130024;-0,034811;0,894104
779;24468,704224;5,136433;-0,036090;0,897593
780;24510,963440;5,144434;-0,036303;0,898714
781;24553,230286;5,149240;-0,036854;0,900419
782;24594,215393;5,157242;-0,032813;0,903026
783;24636,474609;5,162039;-0,036842;0,903709
784;24677,459717;5,171652;-0,036603;0,904604
785;24719,726562;5,176449;-0,032991;0,907330
786;24759,422302;5,182858;-0,036804;0,910467
787;24801,689148;5,189257;-0,033143;0,911216
788;24842,674255;5,197258;-0,036091;0,912228
789;24884,933472;5,203667;-0,034717;0,913077
790;24927,200317;5,211668;-0,034409;0,914974
791;24968,185425;5,216475;-0,034615;0,914732
792;25009,162903;5,222874;-0,035451;0,916620
793;25051,429749;5,230885;-0,037746;0,917919
794;25092,414856;5,237284;-0,034895;0,919024
795;25133,392334;5,243692;-0,035665;0,921482
796;25174,377441;5,250092;-0,037015;0,922164
797;25217,918396;5,256500;-0,036691;0,923865
798;25258,903503;5,262899;-0,035617;0,925016
799;25301,170349;5,270901;-0,035819;0,926902
800;25344,711304;5,274105;-0,036232;0,928403
801;25386,978149;5,282106;-0,036138;0,930710
802;25426,681519;5,288515;-0,037699;0,931642
803;25470,222473;5,296516;-0,035561;0,929412
804;25509,925842;5,301323;-0,035943;0,934126
805;25550,910950;5,307722;-0,035558;0,936107
806;25595,733643;5,315733;-0,035726;0,936525
807;25635,437012;5,320530;-0,036486;0,939118
808;25678,977966;5,328541;-0,034358;0,940741
809;25719,963074;5,333338;-0,036942;0,941282
810;25762,229919;5,341339;-0,038037;0,942727
811;25803,207397;5,349350;-0,036202;0,944362
812;25844,192505;5,355749;-0,036198;0,946330
813;25886,459351;5,363760;-0,036319;0,947117
814;25928,718567;5,370159;-0,038622;0,948848
815;25970,985413;5,374966;-0,039019;0,949920
816;26011,962891;5,382967;-0,037043;0,951439
817;26054,229736;5,389366;-0,037021;0,953541
818;26096,496582;5,397377;-0,036717;0,954578
819;26137,474060;5,402174;-0,037884;0,955623
820;26181,022644;5,410185;-0,035472;0,958517
821;26220,726013;5,414982;-0,040016;0,960618
822;26262,985229;5,424585;-0,037552;0,959996
823;26305,252075;5,429392;-0,039582;0,961141
824;26350,074768;5,437393;-0,035126;0,965511
825;26391,059875;5,445404;-0,040394;0,966340
826;26432,044983;5,448599;-0,036348;0,965207
827;26473,022461;5,456610;-0,038666;0,970042
828;26516,571045;5,463009;-0,033717;0,970187
829;26557,548523;5,471020;-0,036011;0,968962
830;26599,815369;5,475817;-0,036926;0,976033
831;26642,082214;5,483828;-0,037911;0,977478
832;26684,341431;5,491829;-0,036041;0,976984
833;26726,608276;5,496626;-0,032640;0,976063
834;26768,867493;5,503035;-0,041192;0,976982
835;26812,416077;5,511036;-0,034917;0,980965
836;26853,401184;5,515842;-0,039795;0,981163
837;26893,096924;5,522242;-0,038799;0,985047
838;26936,645508;5,530252;-0,036920;0,985858
839;26978,904724;5,535049;-0,040582;0,986932
840;27022,453308;5,543060;-0,036983;0,987769
841;27065,994263;5,551062;-0,035287;0,988730
842;27106,979370;5,557461;-0,035203;0,991940
843;27149,246216;5,563869;-0,035241;0,993146
844;27190,223694;5,570269;-0,038239;0,993918
845;27232,490540;5,576677;-0,037308;0,995659
846;27276,031494;5,583076;-0,037823;0,996518
847;27317,016602;5,589485;-0,039368;0,997813
848;27361,839294;5,595884;-0,037112;1,000945
849;27402,824402;5,603886;-0,031869;1,001463
850;27445,091248;5,608692;-0,039927;1,003435
851;27486,068726;5,616693;-0,039555;1,004686
852;27530,899048;5,623102;-0,034514;1,005992
853;27571,876526;5,627899;-0,037792;1,007799
854;27612,861633;5,635910;-0,034990;1,008553
855;27653,846741;5,643911;-0,037770;1,010819
856;27696,105957;5,651913;-0,040319;1,010680
857;27739,654541;5,658321;-0,039326;1,013250
858;27780,639648;5,664721;-0,039122;1,015817
859;27822,898865;5,669527;-0,035797;1,016322
860;27866,447449;5,677528;-0,039615;1,017923
861;27907,424927;5,682335;-0,035610;1,018654
862;27950,973511;5,690336;-0,036315;1,020248
863;27990,676880;5,696745;-0,039831;1,022359
864;28034,217834;5,703144;-0,029456;1,024379
865;28076,484680;5,709553;-0,049358;1,022134
866;28120,025635;5,715952;-0,035638;1,026655
867;28161,010742;5,723953;-0,038978;1,028365
868;28203,269958;5,730362;-0,039575;1,028341
869;28245,536804;5,738363;-0,037463;1,030420
870;28289,077759;5,744772;-0,033436;1,031192
871;28330,062866;5,751171;-0,038576;1,033190
872;28372,329712;5,759182;-0,034217;1,033656
873;28414,588928;5,762377;-0,038567;1,034620
874;28456,855774;5,768785;-0,035701;1,035521
875;28497,840881;5,776787;-0,050052;1,037044
876;28540,100098;5,781593;-0,036203;1,039548
877;28583,648682;5,789595;-0,043041;1,039488
878;28625,907898;5,795994;-0,044947;1,041329
879;28664,329529;5,804005;-0,039030;1,046398
880;28709,159851;5,808802;-0,039239;1,047368
881;28748,855591;5,815210;-0,037836;1,048426
882;28789,840698;5,823212;-0,045973;1,048335
883;28834,663391;5,829620;-0,039680;1,049223
884;28875,648499;5,837622;-0,038888;1,052313
885;28917,915344;5,847225;-0,038339;1,054077
886;28961,456299;5,852032;-0,040691;1,053625
887;29003,723145;5,856829;-0,037501;1,058827
888;29044,708252;5,863237;-0,040962;1,059913
889;29085,685730;5,871239;-0,038476;1,062015
890;29129,234314;5,877647;-0,038607;1,062201
891;29171,493530;5,884047;-0,042226;1,062448
892;29213,760376;5,890455;-0,040544;1,066364
893;29254,745483;5,898457;-0,037905;1,066175
894;29297,004700;5,903254;-0,040119;1,065679
895;29339,271545;5,909662;-0,034295;1,067598
896;29380,249023;5,917664;-0,039288;1,067944
897;29421,234131;5,924072;-0,041401;1,069225
898;29464,782715;5,930471;-0,042993;1,071944
899;29505,760193;5,938482;-0,037944;1,070226
900;29548,027039;5,943279;-0,039694;1,077150
901;29591,567993;5,949688;-0,042353;1,078470
902;29632,553101;5,959291;-0,041626;1,079688
903;29674,819946;5,965691;-0,037587;1,082557
904;29717,079163;5,972099;-0,041819;1,080057
905;29758,064270;5,978498;-0,039929;1,083435
906;29797,767639;5,984907;-0,032750;1,085898
907;29841,308594;5,991306;-0,042017;1,086642
908;11390,022278;5,997715;0,059952;0,160396
909;-10,925293;5,999308;0,026357;0,031583
910;-10,925293;6,000910;0,004004;0,012614
911;-5,798340;6,000910;0,004286;0,013952
912;8,285522;6,000910;0,008571;0,014479
913;8,285522;6,000910;0,004244;0,013343
